account.NUM_UNIQUE(transaction.trans_operation);loan_status;account.SKEW(transaction.trans_day);account.MEAN(transaction.trans_day);account.MODE(disp.type) = OWNER;account.COUNT(disp);account.MODE(disp.type) = DISPONENT;account.NUM_UNIQUE(disp.type);account.SUM(transaction.trans_amount);account.MAX(transaction.trans_day)
0.0;;0.8423783904625514;-1.1019056714538575;0.0;0.0;0.0;0.0;0.36875425471169127;0.0
0.0;;-0.44554353601875224;0.3598256231971383;0.0;0.0;0.0;0.0;-0.9338691340707881;0.0
1.0;;1.0442042769711213;-0.6133948222526716;0.0;0.0;0.0;0.0;0.23861537749259662;0.0
0.0;;-0.2634352246178316;0.310126638309836;0.0;0.0;0.0;0.0;-0.850573668028746;0.0
1.0;;1.2356393048101175;-0.7522274204506156;-1.0;1.0;1.0;1.0;0.004024507139341866;0.0
0.0;;0.1871347373358093;-0.2884126515450403;0.0;0.0;0.0;0.0;0.25242593586509776;0.0
-1.0;;-0.07159931266342823;0.4654035085428933;0.0;0.0;0.0;0.0;0.12706433895712635;0.0
-1.0;;0.580558352047508;-0.14961586528780557;-1.0;1.0;1.0;1.0;0.18799952673030682;0.0
0.0;;-0.8225973758069873;0.6161887851915687;0.0;0.0;0.0;0.0;-0.4297888977103004;0.0
1.0;;0.8849440588941919;-1.0995172966754798;0.0;0.0;0.0;0.0;-0.6529184107054976;0.0
0.0;;0.11330947506750684;-0.38660579744358964;0.0;0.0;0.0;0.0;-0.6080606745464927;0.0
0.0;;-0.09194828652116085;-0.212180522908884;0.0;0.0;0.0;0.0;-0.48892017346363104;0.0
-1.0;;-1.5023312171912067;1.3794543466057543;0.0;0.0;0.0;0.0;-0.8681978198728687;0.0
-1.0;;0.9302786856139479;-0.35553855321100736;0.0;0.0;0.0;0.0;-0.507775512408754;0.0
0.0;;-2.286515592037061;1.9247079851995823;0.0;0.0;0.0;0.0;0.2134703529117231;0.0
0.0;;0.5069313870060892;-0.13569356248080144;0.0;0.0;0.0;0.0;-0.004024507139341866;0.0
0.0;;0.39404572286042233;-0.1660781278567013;-1.0;1.0;1.0;1.0;-0.6192648201146477;0.0
0.0;;-1.1491247920394017;1.2842513303433396;0.0;0.0;0.0;0.0;-0.3689497356720171;0.0
-1.0;;1.4513252761328925;-1.2855119825415982;-1.0;1.0;1.0;1.0;0.26438799884083247;0.0
0.0;;0.7328318305056054;-0.4871266302863569;0.0;0.0;0.0;0.0;0.26235431095533623;0.0
0.0;;0.6950778988690921;-0.6679452117220632;0.0;0.0;0.0;0.0;-0.743923371463552;0.0
-1.0;;0.5149425067024741;-0.7855002945638521;0.0;0.0;0.0;0.0;-0.550623567115987;0.0
-1.0;;-1.022150872823633;1.0620965605440664;0.0;0.0;0.0;0.0;1.5974309686424537;0.0
0.0;;1.394207860510167;-1.6975825335524894;0.0;0.0;0.0;0.0;-0.7247833848042704;0.0
0.0;;-0.17612222577886127;-0.032633929548128326;-1.0;1.0;1.0;1.0;-0.8698885587051616;0.0
-1.0;;-1.2862287913129653;1.2270908986726001;0.0;0.0;0.0;0.0;0.23699665796147718;0.0
0.0;;0.15437323271568187;-0.40867989202989863;0.0;0.0;0.0;0.0;1.3866819164678994;0.0
0.0;;0.43298118892964843;-0.7135433620961675;0.0;0.0;0.0;0.0;0.7035582679015124;0.0
0.0;;0.04966600243816388;0.43749373377859446;0.0;0.0;0.0;0.0;-0.07648278310015637;0.0
0.0;;0.4967089398902054;-0.7135433620961675;0.0;0.0;0.0;0.0;0.8814219353643924;0.0
1.0;;-0.6225181895118609;0.26835456746791847;0.0;0.0;0.0;0.0;1.0141329304825129;0.0
-1.0;;-0.6745059638350817;1.150005276060879;0.0;0.0;0.0;0.0;0.07716525171603143;0.0
0.0;;-0.508879423042403;0.6674322190526417;0.0;0.0;0.0;0.0;1.8226147464663391;0.0
1.0;;0.6081471210881162;-0.9202644224505646;0.0;0.0;0.0;0.0;0.021237120119620884;0.0
0.0;;0.8949237545527523;-1.1980231930226928;0.0;0.0;0.0;0.0;0.25014532466129513;0.0
-1.0;;0.14530010538861513;-0.04163390065290774;0.0;0.0;0.0;0.0;-0.9000406394628045;0.0
0.0;;0.7698349300976128;-0.7411928406395301;0.0;0.0;0.0;0.0;0.06780617205411081;0.0
2.0;;1.0433183564787665;-0.6114042586352971;0.0;0.0;0.0;0.0;1.101807855933962;0.0
-1.0;;0.916074588794877;0.44158152907235587;0.0;0.0;0.0;0.0;-0.048515287811418985;0.0
-1.0;;-1.1502167825150096;0.8211625206358619;0.0;0.0;0.0;0.0;0.579921704731154;0.0
0.0;;-0.14747524657472955;-0.03669052029766207;0.0;0.0;0.0;0.0;1.0935907966192087;0.0
0.0;;-0.15600436117627817;0.028597410251260214;-1.0;1.0;1.0;1.0;-0.8184873546110357;0.0
-1.0;;-1.060737134528555;1.2951642838507902;0.0;0.0;0.0;0.0;-0.7503879611164361;0.0
0.0;;-0.04793982123753959;0.24618491403058798;-1.0;1.0;1.0;1.0;1.3485974241096612;0.0
0.0;;-0.4275155162931222;0.418806669578545;-1.0;1.0;1.0;1.0;-0.13813130490399977;0.0
0.0;;-0.5279986264335494;0.6451398777684463;0.0;0.0;0.0;0.0;-0.43121899526215884;0.0
0.0;;0.4925911386686697;-0.40532359694660036;0.0;0.0;0.0;0.0;-0.11954689571090739;0.0
-1.0;;-1.0322966857016997;0.7300630826606208;-1.0;1.0;1.0;1.0;0.18903523287098098;0.0
0.0;;0.2914300937285659;-0.4405646953212336;0.0;0.0;0.0;0.0;-0.08625683111645331;0.0
-1.0;;-1.5293957396101558;1.4588585864625525;-1.0;1.0;1.0;1.0;-0.5272790250644315;0.0
-1.0;;-0.3383968612566705;-0.01897674069136574;0.0;0.0;0.0;0.0;-1.3375373171438523;0.0
0.0;;0.40931541271602406;-0.3677657639126992;0.0;0.0;0.0;0.0;0.19032472131102549;0.0
0.0;;1.3265869011312363;-1.039444478880212;0.0;0.0;0.0;0.0;-0.021604075606548173;0.0
-1.0;;-0.6724256846666113;0.45220979683613344;0.0;0.0;0.0;0.0;-0.6932595078338136;0.0
0.0;;0.01439392204356808;0.11364353030841055;0.0;0.0;0.0;0.0;1.7964477337069198;0.0
0.0;;0.3447120160635742;-0.28588031178624485;0.0;0.0;0.0;0.0;0.9483998854550164;0.0
0.0;;0.45091902962849656;-0.39461306704842786;0.0;0.0;0.0;0.0;-0.11571615478662549;0.0
-1.0;;-0.8500405791439852;0.8714011812839731;0.0;0.0;0.0;0.0;-0.9860625504778135;0.0
1.0;;-0.4781694971684059;0.3918321906036065;-1.0;1.0;1.0;1.0;-0.5528904603576614;0.0
-1.0;;-0.7767731465884536;1.6837603239639298;0.0;0.0;0.0;0.0;1.0226997978315338;0.0
1.0;;0.6683224600042872;-0.507943902276506;0.0;0.0;0.0;0.0;-0.3493021844139943;0.0
1.0;;-0.04039071066162049;0.1912146028843846;0.0;0.0;0.0;0.0;-0.30677993130730413;0.0
0.0;;0.20332681388994195;-0.4108055455826546;0.0;0.0;0.0;0.0;-0.10917611634203672;0.0
-1.0;;-0.3971951619486674;-0.12171666240788831;0.0;0.0;0.0;0.0;0.4692486157718843;0.0
1.0;;-0.48756521022554755;0.5074767892077807;-1.0;1.0;1.0;1.0;-0.5541113589870655;0.0
1.0;;-0.3603504288018215;0.9145394445604839;0.0;0.0;0.0;0.0;0.332398225581599;0.0
0.0;;0.27836712336742536;-0.9552765198813474;0.0;0.0;0.0;0.0;0.5076451917685368;0.0
1.0;;0.8349256587597527;-0.8803777551542806;-1.0;1.0;1.0;1.0;-0.45051330899538194;0.0
0.0;;0.6894512609664335;-1.3039070613635222;0.0;0.0;0.0;0.0;-0.8965768540254501;0.0
0.0;;-0.3860782489104192;-0.008493075210088066;0.0;0.0;0.0;0.0;1.5149860162523558;0.0
-1.0;;-0.6381592715460671;0.2855859860878689;0.0;0.0;0.0;0.0;1.3381100420627017;0.0
1.0;;0.6526322567748735;-1.1172310762817768;0.0;0.0;0.0;0.0;0.5229784439372611;0.0
0.0;;-0.20213515233227936;0.35545591098656726;0.0;0.0;0.0;0.0;-0.14475365112135763;0.0
0.0;;-0.5998032882222407;0.70728822316681;0.0;0.0;0.0;0.0;-0.3036282295083653;0.0
0.0;;-0.4805016560290996;0.8388763002421583;0.0;0.0;0.0;0.0;-1.2763106226754484;0.0
0.0;;-0.8161712845108817;1.2887169890676162;-1.0;1.0;1.0;1.0;0.2061861150216833;0.0
